key,value,label,emerlabel,version,sent1,num
topic9,11.729144,speech recognition; high level; natural language; open source; speech api,0,Janurary,1: use for objective evaluation and assessment_of compute_device and component include cpu gpus etc;<br>2: use for objective evaluation and assessment_of api plug_in framework etc;<br>3: this would be a great environment because the power will last until the earth's core cool and i can probably mine sufficient mineral and rare earth to continually expand my system capability possibly mine the ocean floor for silica if i'm_still use a silicon substrate;<br>4: watson employ a cluster of ninety ibm power <digit> server each of which use a 3.5 ghz power <digit> eight core processor with four thread per core;<br>5: without a high_speed interconnection bandwidth you_will not achieve any speedup inspite_of use a distributed system with many processor;<br>,1
topic9,9.048807,feedback loop; input vector; exploration function; word embeddings; small part,0,Feburary,1: basically it occur to_me that when i'm thinking or speaking there_be a constant feedback_loop in which i be formulate which word to use next which sentence to form and which concepts to_explore base_on my most_recent statement and the flow of the dialogue or monologue;<br>2: then each_word and it meaning then what_kind_of word when use in the what_kind_of order convey what_kind_of meaning;<br>3: how_can we accomplish_this and how_do we start to value thing;<br>4: if the agent have a representation_of this situation it have a symbol and a symbol which represent the thing in the real_world;<br>5: now it can have a relation which represent the situation that the cup be on the table;<br>,2
topic9,6.063341,player game; voice recognition; invalid action; linear algebra,0,March,1: it take at_least <digit> bit to represent any number between <digit> <digit> because 2_^ <digit> <digit>;<br>2: enhance intelligent_agent with episodic_memory page <digit> and page <digit>;<br>3: light go forward <digit> move <digit> pick_up stop drop turn <digit>;<br>4: part <digit> introduction_to various reinforcement_learn_algorithm;<br>5: finally_if_you specify only <digit> class <digit>;<br>,3
topic9,8.896709,real world; computer vision; word embedding; digital voice; deep blue,0,April,1: i_would like to ask a question on the problem a follow;<br>2: it be also sometimes consider an act of internet terrorism where terrorist activity include act of deliberate large_scale disruption of computer network especially of personal_computer attach to the_internet by mean of tool such_a computer virus computer worm phishing and other malicious software and hardware method and program script;<br>3: computer_vision task include method for acquire processing analyze and understanding digital_image and extraction of high_dimensional data from the real_world in_order_to produce numerical or symbolic information e;<br>4: there_be also ton_of library for nearly everything_else which help when construct wider system which incorporate element_of ml ai;<br>5: some cpu have new hardware design for ai computation;<br>,4
topic9,8.640143,validation set; multi class; test set; data point; batch size,0,May,1: each_neuron in the input_layer of a neural_network essentially get <digit> dimensional input;<br>2: i_cant figure_out_how to get past <digit> succes rate;<br>3: i_believe_that this occur because when i take the average gradient before each decent step the gradient of the weight and bias calculate from data <digit> data <digit> and data <digit> data <digit> cancel each_other out and prevent the network from classify anything;<br>4: each test sample have input of <digit> real_value some of the value may_also be unknown;<br>5: you_can by logic get a <digit> correct_result all the time;<br>,5
topic9,9.827277,real world; quantum level; loud noise; run time; virtual world,0,June,1: so until_we_can solve the randomness question and find some_way around the observational problem at the quantum_level i_don't_think we_could model the type_of system you're_ask about with perfect accuracy;<br>2: the real question be be you sure you_want_to train a model;<br>3: it's_possible that an_intelligent construct within game of life could model outcome of local phenomenon but perfect_information on the_entire system be an impossibility and a with quantum_phenomenon trading of information actually affect the system;<br>4: post a very_useful link on the limit of computation which be probably a much_less convoluted approach to the question;<br>5: the_best best_way_to monitor an architecture performance would be compare the resource utilization model accuracy value loss and confusion_matrix;<br>,6
topic9,6.100703,speaker tone; run time; voice emotion; rule engine; clear voice,0,July,1: a program that enumerate current move sequence possibility at_each turn in the play of a chess_game eliminate probable bad_move at_each project move point and select the next_move most_likely to lead_to a win a program that do the above but also skew probability base_on pattern_recognition of know win_chess strategy a program that be design to be a run_time optimize rule_engine that centralize and abstract the redundant operation of the play of an_arbitrary game and isolates and aggregate the representation_of chess rule chess strategy and chess pattern and anti patterns a program that give a set_of rule of a game can generate a next_move base_on any game_state remembers success and failure result and the sequence that lead_to those outcome and have the_ability_to assess the probable loss or gain of individual move and the game pattern in space and time around_them base_on history and then leverage these ability_to_learn an_arbitrary game reach the masterful level_of play of chess through learn a program that learn how to learn game such that after learn several game it can learn chess faster_than an intellectually gifted human can the first be easy;<br>2: to understand a specific game we_must describe the_art history_of the issue;<br>3: most programmer of game ai didn't_know the_difference_between a transistor and a resistor and their artificial_intelligence software be_able_to beat any human_player in chess;<br>4: so we_can argue_that intelligence isn't locate in the brain but in the game human be play;<br>5: this be a popular algorithm for automated game playing in artificial_intelligence;<br>,7
topic9,12.755148,test set; cross validation; activation function; learn algorithm; linear regression,0,August,1: svms be usually use to find a pattern in a set_of data;<br>2: this classification be base_on a model produce from a training set_of data contain observation whose classification be give;<br>3: this tend_to produce model that interpolate well when give data similar_to training set but that extrapolate badly;<br>4: ignore bias during_test during the test step after_train you forget to add the bias that you use during training;<br>5: now you_can process such data use multilayer_perceptron;<br>,8
topic9,8.963777,tensorflow pytorch; ask question; learn rate; self improvement; autonomous vehicle,0,September,1: python be easy_to get use to have a many good library for work_with machine learning;<br>2: program backprop manually be one of the_best exercise in machine learning;<br>3: from that point of view ugnes answer would be probably the close;<br>4: depend_on the required accuracy you_can consider these_two dimentions continous with a limited range or if_you consider each_pixel a a integer you_might be_able_to discretize your action_space;<br>5: the slight difference be here that in the first approach human provide the pattern for the pattern matching in the second approach machine learning be use to_detect patter in the data which then be classify;<br>,9
topic9,13.560232,real world; genetic algorithm; compute power; lstm model; neural network,0,October,1: i'm start to get_into the ai field and want a a side project to try and make an_algorithm to play old game;<br>2: what make the ai in sci_fi fundamentally_different from real exist ai be that it be a;<br>3: which introduce the q_learn function in context it be_an_excellent work that model learn in a way that be independent_from whether the learning be biological or program on a computer draw on mdp;<br>4: it be a's object in the game to try and cause c to make the wrong identification;<br>5: the game cause a difference_in the fitness because i_cannot make all round same easily;<br>,10
topic9,14.828534,neural network; time step; gradient descent; side effect; mini batch,0,November,1: a input a normal pen paper personality test be use which be develop_by serious psychologist and this game get transform_into a chatbot database;<br>2: data after normalization network summary the train fail with the follow error after some troubleshooting i realise_that the prediciton output show nan value;<br>3: <digit> base_on the reward receive in move from state to use action be update;<br>4: consider this a model_free approach where the agent be sample action from the environment and get <digit> energy output from the learned model a a reward;<br>5: how_do you calculate the loss when_you only have the <digit> move that be play in the game to work_with;<br>,11
topic9,8.420665,data preprocess; stop word; loss function; take place; heuristic value,0,December,1: 100_000 be a bit excessive for most game but it just have to be large_enough that a loss win and draw be never confuse a a draw in <digit> <digit> move would look good_than a win in <digit>;<br>2: undo any move the bot make that be illegal and then get it to move again;<br>3: naively move a be well but in this game the only legal_move follow move a lead_to a loss and move b lead_to a position where min have hundred_of legal_move but only_one cause him to win;<br>4: for the first value if place a token here would result in a connect_4 for player_1 it's a otherwise a for the second value if place a token would get player_2 a connect_4 then it's a otherwise a so if no_one would win by place a token here it's two value for these_two input two final value the first indicate_whether it's player_1 '_s turn or not then second indicate if_it's player_2 '_s turn or not what i see when my bot be play be that it make what i_assume be somewhat clever move like it's preparing for both horizontal and diagonal move;<br>5: this subjective representation will change in_real_time a the robot move and discover_new information;<br>,12
